document_path,document_role,verification_epoch,legacy_origin,verification_class,current_verification_status,current_proof_eligible,revalidation_required,legacy_source_ids,status_reason
authority/governance/MARKET_DATA_STRATEGY_AUTHORITY_REGISTRY.csv,REGISTRY,MD-REBASELINE-20260820-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,
authority/governance/MARKET_DATA_STRATEGY_FREEZE_MANIFEST.json,REGISTRY,MD-REBASELINE-20260820-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,
authority/governance/ONE_DOCUMENT_ONE_AUTHORITATIVE_ROLE_STANDARD.md,GOVERNANCE,MD-REBASELINE-20260820-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,
authority/governance/README.md,NAVIGATION,MD-REBASELINE-20260820-001,NO,NAVIGATION,CURRENT_NAVIGATION,NO,NO,,
authority/governance/STAGE_CLOSURE_MANIFEST_STANDARD.md,GOVERNANCE,MD-REBASELINE-20260820-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,
authority/governance/STAGE_EXECUTION_AND_REWORK_STANDARD.md,GOVERNANCE,MD-REBASELINE-20260820-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,
authority/governance/STRATEGY_IMPLEMENTATION_TRACEABILITY_STANDARD.md,GOVERNANCE,MD-REBASELINE-20260820-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,
authority/governance/STRATEGY_TO_IMPLEMENTATION_COVERAGE_BASELINE.json,REGISTRY,MD-REBASELINE-20260820-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,
authority/governance/STRATEGY_TO_IMPLEMENTATION_TRACEABILITY_MATRIX.csv,REGISTRY,MD-REBASELINE-20260820-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,
authority/governance/WORK_BASELINE_LOCK_STANDARD.md,GOVERNANCE,MD-REBASELINE-20260820-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,
authority/governance/WORK_CORRELATION_AND_RECORD_REGISTRY_STANDARD.md,GOVERNANCE,MD-REBASELINE-20260820-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,
authority/governance/audit/AUDIT_UPDATE_GOVERNANCE.md,GOVERNANCE,MD-REBASELINE-20260820-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,
authority/governance/audit/IMPL_MARKET_DATA_IMPLEMENTATION_AUDIT_FOUNDATION.md,GOVERNANCE,MD-REBASELINE-20260820-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,
authority/governance/audit/IMPL_MARKET_DATA_IMPLEMENTATION_CHECKLIST_FINAL.md,GOVERNANCE,MD-REBASELINE-20260820-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,
authority/governance/audit/IMPL_MARKET_DATA_IMPLEMENTATION_PROMPT_STANDARD.md,GOVERNANCE,MD-REBASELINE-20260820-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,
authority/governance/audit/IMPL_MARKET_DATA_LAYER_C_APPLICABILITY_RULE.md,GOVERNANCE,MD-REBASELINE-20260820-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,
authority/governance/audit/MARKET_DATA_AUDIT_CHECKLIST_FINAL.md,GOVERNANCE,MD-REBASELINE-20260820-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,
authority/governance/audit/MARKET_DATA_AUDIT_FOUNDATION.md,GOVERNANCE,MD-REBASELINE-20260820-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,
authority/governance/audit/MARKET_DATA_AUDIT_PROMPT_STANDARD.md,GOVERNANCE,MD-REBASELINE-20260820-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,
authority/governance/audit/MARKET_DATA_AUDIT_SHORT.md,GOVERNANCE,MD-REBASELINE-20260820-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,
authority/governance/audit/README.md,GOVERNANCE,MD-REBASELINE-20260820-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,
authority/strategy/MARKET_DATA_PLATFORM_EOD_BASELINE.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0214,
authority/strategy/README.md,NAVIGATION,MD-REBASELINE-20260820-001,NO,NAVIGATION,CURRENT_NAVIGATION,NO,NO,,
authority/strategy/backtest/Backtest_Metrics_and_Acceptance_Criteria_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0054,
authority/strategy/backtest/Historical_Replay_and_Data_Quality_Backtest.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0055,
authority/strategy/backtest/Point_In_Time_Backtest_Input_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0056,
authority/strategy/book/Audit_Hash_and_Reproducibility_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0058,
authority/strategy/book/CONSUMER_READ_CONTRACT_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0061,
authority/strategy/book/Canonical_Row_History_and_Versioning_Policy_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0059,
authority/strategy/book/Canonicalization_Contract_EOD_Bars.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0060,
authority/strategy/book/Consumer_Readability_Decision_Table_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0062,
authority/strategy/book/Corporate_Action_Impact_Flags_Contract.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0065,
authority/strategy/book/Corporate_Action_and_Adjustment_Policy.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0063,
authority/strategy/book/Corporate_Action_and_Adjustment_Policy_Selected_Defaults_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0064,
authority/strategy/book/Correction_Lifecycle_Safety_Contract.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0066,
authority/strategy/book/Coverage_Edge_Cases_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0067,
authority/strategy/book/Coverage_Gate_Enforcement_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0068,
authority/strategy/book/Coverage_Universe_Definition_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0069,
authority/strategy/book/Current_Indicator_Recompute_Command_Contract.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0070,
authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0071,
authority/strategy/book/Determinism_Invariants_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0072,
authority/strategy/book/Domain_Boundary_Invariants_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0073,
authority/strategy/book/Downstream_Consumer_Read_Model_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0074,
authority/strategy/book/Downstream_Data_Readiness_Guarantee_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0075,
authority/strategy/book/EOD_Bars_Contract.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0078,
authority/strategy/book/EOD_COVERAGE_GATE_CONTRACT_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0079,
authority/strategy/book/EOD_Cutoff_and_Finalization_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0080,
authority/strategy/book/EOD_Data_Retention_and_History_Rewrite_Policy_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0081,
authority/strategy/book/EOD_Eligibility_Snapshot_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0082,
authority/strategy/book/EOD_Indicators_Contract.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0083,
authority/strategy/book/EOD_SOURCE_OPERATIONAL_RESILIENCE_CONTRACT_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0084,
authority/strategy/book/Effective_Trade_Date_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0076,
authority/strategy/book/Eligibility_Partial_Data_Behavior_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0077,
authority/strategy/book/Finalize_Lock_And_Pointer_Behavior_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0085,
authority/strategy/book/Force_Replace_Operator_Control_Policy_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0086,
authority/strategy/book/Hash_Number_Formatting_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0087,
authority/strategy/book/Historical_Correction_and_Reseal_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0088,
authority/strategy/book/Import_Promote_Separation_Contract.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0089,
authority/strategy/book/Indicator_Nullability_And_OHLCV_Gap_Contract.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0091,
authority/strategy/book/Indicator_Recompute_Source_Scope_Contract.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0092,
authority/strategy/book/Invalid_Bar_Storage_Policy_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0093,
authority/strategy/book/Manual_File_Publishability_Policy_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0094,
authority/strategy/book/Market_Calendar_Requirements_Contract.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0095,
authority/strategy/book/Market_Daily_Metrics_Contract.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0096,
authority/strategy/book/Publication_Current_Pointer_Integrity_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0100,
authority/strategy/book/Publication_Lock_And_Replacement_Policy_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0101,
authority/strategy/book/Publication_Manifest_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0102,
authority/strategy/book/Publication_Traceability_Immutability_Lineage_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0103,
authority/strategy/book/Publishability_Coverage_Fallback_Cross_Consistency_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0104,
authority/strategy/book/Publishability_State_Integrity_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0105,
authority/strategy/book/Read_Side_Enforcement_Anti_Bypass_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0106,
authority/strategy/book/Replay_Verification_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0107,
authority/strategy/book/Run_Status_and_Quality_Gates_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0108,
authority/strategy/book/Sector_Classification_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0109,
authority/strategy/book/Source_Data_Acquisition_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0110,
authority/strategy/book/Source_Mapping_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0111,
authority/strategy/book/Symbol_Lifecycle_and_Mapping_Contract.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0112,
authority/strategy/book/Terminology_and_Scope.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0113,
authority/strategy/book/Tickers_and_Identity_Dependency_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0114,
authority/strategy/book/Trading_Status_Source_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0115,
authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0116,
authority/strategy/indicators/EOD_Indicators_Formula_Spec.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0168,
authority/strategy/indicators/Indicator_Computation_Specification.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0169,
authority/strategy/ops/Archived_Actual_Execution_Evidence_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0170,
authority/strategy/ops/Audit_Evidence_Pack_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0171,
authority/strategy/ops/Commands_and_Runbook_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0184,
authority/strategy/ops/Config_Change_Protocol_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0185,
authority/strategy/ops/Credentials_and_Secrets_Contract.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0186,
authority/strategy/ops/Error_Taxonomy_and_Run_Status_Decision_Table_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0188,
authority/strategy/ops/Executed_Run_Admission_Criteria_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0189,
authority/strategy/ops/Incident_Classification_and_Response_Matrix_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0194,
authority/strategy/ops/Observability_Minimum_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0198,
authority/strategy/ops/Operator_Decision_Trees_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0200,
authority/strategy/ops/Performance_SLO_and_Limits_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0202,
authority/strategy/ops/Release_Gates_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0203,
authority/strategy/ops/Resumable_Backfill_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0204,
authority/strategy/ops/Run_Artifacts_Format_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0205,
authority/strategy/ops/Run_Execution_Evidence_Pack_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0206,
authority/strategy/ops/Run_Ownership_and_Recovery_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0207,
authority/strategy/ops/Scheduling_and_Locking_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0209,
authority/strategy/registry/Corporate_Action_Type_Registry_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0215,
authority/strategy/registry/Exchange_Market_Structure_Facts_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0216,
authority/strategy/registry/Indicator_Registry_Baseline_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0217,
authority/strategy/registry/Platform_Config_Registry_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0218,
authority/strategy/registry/Price_Adjustment_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0219,
authority/strategy/registry/Price_Scale_Break_Detection_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0220,
authority/strategy/registry/Reason_Codes_Registry.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0221,
authority/strategy/registry/Volume_and_Turnover_Normalization_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0223,
authority/strategy/session_snapshot/Session_Snapshot_Contract_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0224,
authority/strategy/session_snapshot/Session_Snapshot_Date_Alignment_with_Effective_Date_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0225,
authority/strategy/session_snapshot/Session_Snapshot_Retention_Defaults_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0226,
authority/strategy/session_snapshot/Session_Snapshot_Scope_Selection_and_Dependencies_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0227,
authority/strategy/session_snapshot/Snapshot_Slot_Tolerances_and_Session_Rules_LOCKED.md,STRATEGY,MD-REBASELINE-20260820-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-MD-0228,
development/README.md,NAVIGATION,MD-REBASELINE-20260820-001,NO,NAVIGATION,CURRENT_NAVIGATION,NO,NO,,
development/findings/F-MD-20260820-01_ARCHITECTURE_NORMALIZATION.md,FINDING,MD-REBASELINE-20260820-001,NO,CURRENT_RECORD,CURRENT_FINDING_LIFECYCLE,NO,NO,,
development/findings/F-MD-20260820-02_LEGACY_COMPOSITE_ROLE_GAP.md,FINDING,MD-REBASELINE-20260820-001,NO,FINDING,CURRENT_FINDING,NO,NO,,
development/findings/README.md,NAVIGATION,MD-REBASELINE-20260820-001,NO,NAVIGATION,CURRENT_NAVIGATION,NO,NO,,
development/implementation/CURRENT_STATE.md,STATUS_LEDGER,MD-REBASELINE-20260820-001,NO,DEVELOPMENT,CURRENT_PROCESS_SUPPORT,NO,NO,,
development/implementation/MD_DEPENDENCY_REGISTRY.csv,REGISTRY,MD-REBASELINE-20260820-001,NO,PROCESS_SUPPORT,CURRENT_REGISTRY,NO,NO,,
development/implementation/MD_IMPLEMENTATION_BUILD_SEQUENCE.md,IMPLEMENTATION_GUIDANCE,MD-REBASELINE-20260820-001,NO,DEVELOPMENT,CURRENT_PROCESS_SUPPORT,NO,NO,,
development/implementation/MD_IMPLEMENTATION_STAGE_REGISTER.md,STATUS_LEDGER,MD-REBASELINE-20260820-001,NO,DEVELOPMENT,CURRENT_PROCESS_SUPPORT,NO,NO,,
development/implementation/README.md,NAVIGATION,MD-REBASELINE-20260820-001,NO,NAVIGATION,CURRENT_NAVIGATION,NO,NO,,
